Entity,Code,Year,Birth rate - sex: all - age: all - variant: estimates
Japan,JPN,2019,6.663000106811523
Jersey,JEY,2010,11.937000274658203
Jersey,JEY,2011,11.75100040435791
Jersey,JEY,2012,11.37600040435791
Jersey,JEY,2013,11.050999641418455
Jersey,JEY,2014,10.812999725341797
Jersey,JEY,2015,10.545000076293944
Jersey,JEY,2016,10.418999671936035
Jersey,JEY,2017,10.23799991607666
Jersey,JEY,2018,10.154999732971191
Jersey,JEY,2019,10.26099967956543
Jordan,JOR,2010,28.604999542236328
Jordan,JOR,2011,27.84000015258789
Jordan,JOR,2012,27.01799964904785
Jordan,JOR,2013,26.207000732421875
Jordan,JOR,2014,25.39800071716309
Jordan,JOR,2015,24.44099998474121
Jordan,JOR,2016,23.70800018310547
Jordan,JOR,2017,23.37700080871582
Jordan,JOR,2018,22.999000549316406
Jordan,JOR,2019,22.600000381469727
Kazakhstan,KAZ,2010,22.229999542236328
Kazakhstan,KAZ,2011,22.20499992370605
Kazakhstan,KAZ,2012,22.3700008392334
Kazakhstan,KAZ,2013,22.34600067138672
Kazakhstan,KAZ,2014,22.753999710083008
Kazakhstan,KAZ,2015,22.42200088500977
Kazakhstan,KAZ,2016,22.24399948120117
Kazakhstan,KAZ,2017,21.36000061035156
Kazakhstan,KAZ,2018,21.625999450683597
Kazakhstan,KAZ,2019,21.52300071716309
Kenya,KEN,2010,35.422000885009766
Kenya,KEN,2011,34.2400016784668
Kenya,KEN,2012,33.17399978637695
Kenya,KEN,2013,32.12699890136719
Kenya,KEN,2014,31.29800033569336
Kenya,KEN,2015,30.957000732421875
Kenya,KEN,2016,30.400999069213867
Kenya,KEN,2017,29.7549991607666
Kenya,KEN,2018,29.18000030517578
Kenya,KEN,2019,28.459999084472656
Kuwait,KWT,2010,21.202999114990234
Kuwait,KWT,2011,20.948999404907227
Kuwait,KWT,2012,20.035999298095703
Kuwait,KWT,2013,19.11899948120117
Kuwait,KWT,2014,18.233999252319336
Kuwait,KWT,2015,16.892000198364258
Kuwait,KWT,2016,14.800000190734863
Kuwait,KWT,2017,14.38599967956543
Kuwait,KWT,2018,13.442999839782717
Kuwait,KWT,2019,12.437000274658203
Laos,LAO,2010,27.04199981689453
Laos,LAO,2011,26.46699905395508
Laos,LAO,2012,25.81100082397461
Laos,LAO,2013,25.2450008392334
Laos,LAO,2014,24.697999954223636
Laos,LAO,2015,24.44499969482422
Laos,LAO,2016,24.131000518798828
Laos,LAO,2017,23.71500015258789
Laos,LAO,2018,23.238000869750977
Laos,LAO,2019,22.785999298095703
Latvia,LVA,2010,9.531999588012695
Latvia,LVA,2011,9.276000022888184
Latvia,LVA,2012,9.845000267028809
Latvia,LVA,2013,10.31999969482422
Latvia,LVA,2014,10.944000244140623
Latvia,LVA,2015,11.128000259399414
Latvia,LVA,2016,11.145999908447266
Latvia,LVA,2017,10.657999992370604
Latvia,LVA,2018,10.019000053405762
Latvia,LVA,2019,9.732999801635742
Lebanon,LBN,2010,17.565000534057617
Lebanon,LBN,2011,17.865999221801758
Lebanon,LBN,2012,17.89900016784668
Lebanon,LBN,2013,17.871999740600586
Lebanon,LBN,2014,17.889999389648438
Lebanon,LBN,2015,17.763999938964844
Lebanon,LBN,2016,17.395000457763672
Lebanon,LBN,2017,16.90399932861328
Lebanon,LBN,2018,16.31100082397461
Lebanon,LBN,2019,15.821999549865724
Libya,LBY,2010,23.562000274658203
Libya,LBY,2011,23.88500022888184
Libya,LBY,2012,21.952999114990234
Libya,LBY,2013,21.88599967956543
Libya,LBY,2014,21.90800094604492
Libya,LBY,2015,21.214000701904297
Libya,LBY,2016,20.576000213623047
Libya,LBY,2017,19.89800071716309
Libya,LBY,2018,19.28199958801269
Libya,LBY,2019,18.73200035095215
Lithuania,LTU,2010,9.979999542236328
Lithuania,LTU,2011,10.187000274658203
Lithuania,LTU,2012,10.390999794006348
Lithuania,LTU,2013,10.27299976348877
Lithuania,LTU,2014,10.434000015258787
Lithuania,LTU,2015,10.767000198364258
Lithuania,LTU,2016,10.595999717712402
Lithuania,LTU,2017,10.164999961853027
Lithuania,LTU,2018,10.06700038909912
Lithuania,LTU,2019,9.83199977874756
Luxembourg,LUX,2010,11.437000274658203
Luxembourg,LUX,2011,10.817999839782717
Luxembourg,LUX,2012,11.234999656677246
Luxembourg,LUX,2013,11.144000053405762
Luxembourg,LUX,2014,10.82800006866455
Luxembourg,LUX,2015,10.630999565124512
Luxembourg,LUX,2016,10.33899974822998
Luxembourg,LUX,2017,10.258999824523926
Luxembourg,LUX,2018,10.218000411987305
Luxembourg,LUX,2019,10.031999588012695
Madagascar,MDG,2010,36.04100036621094
Madagascar,MDG,2011,35.0629997253418
Madagascar,MDG,2012,34.270999908447266
Madagascar,MDG,2013,33.69900131225586
Madagascar,MDG,2014,33.07899856567383
Madagascar,MDG,2015,32.76499938964844
Madagascar,MDG,2016,32.75899887084961
Madagascar,MDG,2017,32.47700119018555
Madagascar,MDG,2018,32.0880012512207
Madagascar,MDG,2019,31.701000213623047
Malawi,MWI,2010,40.82500076293945
Malawi,MWI,2011,39.88999938964844
Malawi,MWI,2012,38.79399871826172
Malawi,MWI,2013,37.84999847412109
Malawi,MWI,2014,36.79100036621094
Malawi,MWI,2015,35.766998291015625
Malawi,MWI,2016,34.82400131225586
Malawi,MWI,2017,34.34299850463867
Malawi,MWI,2018,33.92499923706055
Malawi,MWI,2019,33.597999572753906
Malaysia,MYS,2010,17.00200080871582
Malaysia,MYS,2011,17.26099967956543
Malaysia,MYS,2012,17.208999633789062
Malaysia,MYS,2013,17.225000381469727
Malaysia,MYS,2014,17.312999725341797
Malaysia,MYS,2015,17.10099983215332
Malaysia,MYS,2016,16.684999465942383
Malaysia,MYS,2017,16.354999542236328
Malaysia,MYS,2018,15.977999687194824
Malaysia,MYS,2019,15.579999923706056
Maldives,MDV,2010,21.165000915527344
Maldives,MDV,2011,20.527000427246094
Maldives,MDV,2012,19.864999771118164
Maldives,MDV,2013,18.895000457763672
Maldives,MDV,2014,18.04400062561035
Maldives,MDV,2015,17.46500015258789
Maldives,MDV,2016,16.79400062561035
Maldives,MDV,2017,16.125999450683594
Maldives,MDV,2018,15.531000137329102
Maldives,MDV,2019,15.00100040435791
Mali,MLI,2010,46.5880012512207
Mali,MLI,2011,46.23400115966797
Mali,MLI,2012,45.917999267578125
Mali,MLI,2013,45.27099990844727
Mali,MLI,2014,44.79399871826172
Mali,MLI,2015,44.34199905395508
Mali,MLI,2016,43.81800079345703
Mali,MLI,2017,43.37799835205078
Mali,MLI,2018,42.9010009765625
Mali,MLI,2019,42.3759994506836
Malta,MLT,2010,9.446999549865724
Malta,MLT,2011,9.958999633789062
Malta,MLT,2012,9.902000427246094
Malta,MLT,2013,9.545000076293944
Malta,MLT,2014,9.74899959564209
Malta,MLT,2015,9.817999839782717
Malta,MLT,2016,9.907999992370604
Malta,MLT,2017,9.310999870300291
Malta,MLT,2018,9.1850004196167
Malta,MLT,2019,8.67300033569336
Mauritius,MUS,2010,12.027999877929688
Mauritius,MUS,2011,11.85099983215332
Mauritius,MUS,2012,11.699999809265137
Mauritius,MUS,2013,10.79800033569336
Mauritius,MUS,2014,10.729999542236328
Mauritius,MUS,2015,10.24899959564209
Mauritius,MUS,2016,10.388999938964844
Mauritius,MUS,2017,10.61299991607666
Mauritius,MUS,2018,10.361000061035156
Mauritius,MUS,2019,10.243000030517578
Mexico,MEX,2010,20.152000427246094
Mexico,MEX,2011,19.91699981689453
Mexico,MEX,2012,19.63500022888184
Mexico,MEX,2013,19.326000213623047
Mexico,MEX,2014,18.711000442504883
Mexico,MEX,2015,17.968000411987305
Mexico,MEX,2016,17.420000076293945
Mexico,MEX,2017,16.94700050354004
Mexico,MEX,2018,16.46500015258789
Mexico,MEX,2019,15.710000038146973
Moldova,MDA,2010,14.265000343322754
Moldova,MDA,2011,13.86400032043457
Moldova,MDA,2012,13.746000289916992
Moldova,MDA,2013,13.59000015258789
Moldova,MDA,2014,14.802000045776367
Moldova,MDA,2015,14.89900016784668
Moldova,MDA,2016,14.76099967956543
Moldova,MDA,2017,13.80500030517578
Moldova,MDA,2018,13.442999839782717
Moldova,MDA,2019,12.894000053405762
Monaco,MCO,2010,10.425000190734863
Monaco,MCO,2011,9.663999557495115
Monaco,MCO,2012,9.642999649047852
Monaco,MCO,2013,9.435999870300291
Monaco,MCO,2014,9.70699977874756
Monaco,MCO,2015,9.484000205993652
Monaco,MCO,2016,9.468999862670898
Monaco,MCO,2017,8.972000122070312
Monaco,MCO,2018,9.210000038146973
Monaco,MCO,2019,8.982999801635742
Mongolia,MNG,2010,23.349000930786133
Mongolia,MNG,2011,24.1299991607666
Mongolia,MNG,2012,25.29700088500977
Mongolia,MNG,2013,26.33300018310547
Mongolia,MNG,2014,26.677000045776367
Mongolia,MNG,2015,26.351999282836918
Mongolia,MNG,2016,25.364999771118164
Mongolia,MNG,2017,24.222000122070312
Mongolia,MNG,2018,23.836000442504883
Mongolia,MNG,2019,23.29199981689453
Montenegro,MNE,2010,12.43299961090088
Montenegro,MNE,2011,11.935999870300291
Montenegro,MNE,2012,12.289999961853027
Montenegro,MNE,2013,12.32699966430664
Montenegro,MNE,2014,12.378999710083008
Montenegro,MNE,2015,12.16800022125244
Montenegro,MNE,2016,12.371000289916992
Montenegro,MNE,2017,12.175000190734863
Montenegro,MNE,2018,11.906000137329102
Montenegro,MNE,2019,11.770000457763672
Morocco,MAR,2010,21.402000427246094
Morocco,MAR,2011,21.506999969482425
Morocco,MAR,2012,21.304000854492188
Morocco,MAR,2013,21.141000747680664
Morocco,MAR,2014,20.617000579833984
Morocco,MAR,2015,20.30699920654297
Morocco,MAR,2016,19.482999801635746
Morocco,MAR,2017,19.29800033569336
Morocco,MAR,2018,18.8129997253418
Morocco,MAR,2019,18.33699989318848
Mozambique,MOZ,2010,42.01300048828125
Mozambique,MOZ,2011,41.60499954223633
Mozambique,MOZ,2012,41.07899856567383
Mozambique,MOZ,2013,40.54800033569336
Mozambique,MOZ,2014,39.25400161743164
Mozambique,MOZ,2015,38.797000885009766
Mozambique,MOZ,2016,38.4370002746582
Mozambique,MOZ,2017,38.12699890136719
Mozambique,MOZ,2018,37.75299835205078
Mozambique,MOZ,2019,37.345001220703125
Namibia,NAM,2010,30.42300033569336
Namibia,NAM,2011,30.775999069213867
Namibia,NAM,2012,31.054000854492188
Namibia,NAM,2013,30.878999710083008
Namibia,NAM,2014,30.715999603271484
Namibia,NAM,2015,30.393999099731445
Namibia,NAM,2016,30.051000595092773
Namibia,NAM,2017,29.50300025939941
Namibia,NAM,2018,29.007999420166016
Namibia,NAM,2019,28.433000564575195
Nepal,NPL,2010,22.589000701904297
Nepal,NPL,2011,22.371999740600582
Nepal,NPL,2012,22.334999084472656
Nepal,NPL,2013,22.246999740600582
Nepal,NPL,2014,22.21999931335449
Nepal,NPL,2015,22.049999237060547
Nepal,NPL,2016,21.763999938964844
Nepal,NPL,2017,21.375999450683597
Nepal,NPL,2018,21.025999069213867
Nepal,NPL,2019,20.868000030517575
Netherlands,NLD,2010,11.055999755859377
Netherlands,NLD,2011,10.765000343322754
Netherlands,NLD,2012,10.491000175476074
Netherlands,NLD,2013,10.208000183105469
Netherlands,NLD,2014,10.383000373840332
Netherlands,NLD,2015,10.126999855041504
Netherlands,NLD,2016,10.159000396728516
Netherlands,NLD,2017,9.95699977874756
Netherlands,NLD,2018,9.809000015258787
Netherlands,NLD,2019,9.79800033569336
New Zealand,NZL,2010,14.588000297546388
New Zealand,NZL,2011,13.984000205993652
New Zealand,NZL,2012,13.826000213623049
New Zealand,NZL,2013,13.14900016784668
New Zealand,NZL,2014,12.640000343322754
New Zealand,NZL,2015,13.130999565124512
New Zealand,NZL,2016,12.595000267028809
New Zealand,NZL,2017,12.824999809265137
New Zealand,NZL,2018,11.862000465393066
New Zealand,NZL,2019,12.85099983215332
Nicaragua,NIC,2010,24.104999542236328
Nicaragua,NIC,2011,23.881000518798828
Nicaragua,NIC,2012,23.64699935913086
Nicaragua,NIC,2013,23.38500022888184
Nicaragua,NIC,2014,23.10300064086914
Nicaragua,NIC,2015,22.79700088500977
Nicaragua,NIC,2016,22.458999633789062
Nicaragua,NIC,2017,22.09000015258789
Nicaragua,NIC,2018,21.70400047302246
Nicaragua,NIC,2019,21.30500030517578
Nigeria,NGA,2010,42.09400177001953
Nigeria,NGA,2011,41.79800033569336
Nigeria,NGA,2012,41.24100112915039
Nigeria,NGA,2013,40.60300064086914
Nigeria,NGA,2014,40.06900024414063
Nigeria,NGA,2015,39.5099983215332
Nigeria,NGA,2016,39.12799835205078
Nigeria,NGA,2017,38.68899917602539
Nigeria,NGA,2018,38.24800109863281
Nigeria,NGA,2019,37.8489990234375
North Macedonia,MKD,2010,11.737000465393066
North Macedonia,MKD,2011,11.116999626159668
North Macedonia,MKD,2012,11.375
North Macedonia,MKD,2013,11.20699977874756
North Macedonia,MKD,2014,11.347999572753906
North Macedonia,MKD,2015,11.135000228881836
North Macedonia,MKD,2016,11.04800033569336
North Macedonia,MKD,2017,10.510000228881836
North Macedonia,MKD,2018,10.267999649047852
North Macedonia,MKD,2019,9.67099952697754
Northern Mariana Islands,MNP,2010,19.378999710083008
Northern Mariana Islands,MNP,2011,17.856000900268555
Northern Mariana Islands,MNP,2012,17.33300018310547
Northern Mariana Islands,MNP,2013,15.994000434875488
Northern Mariana Islands,MNP,2014,14.788000106811523
Northern Mariana Islands,MNP,2015,13.907999992370604
Northern Mariana Islands,MNP,2016,13.234999656677246
Northern Mariana Islands,MNP,2017,12.800999641418455
Northern Mariana Islands,MNP,2018,12.482000350952148
Northern Mariana Islands,MNP,2019,12.380999565124512
Norway,NOR,2010,12.449000358581545
Norway,NOR,2011,12.102999687194824
Norway,NOR,2012,11.92199993133545
Norway,NOR,2013,11.552000045776367
Norway,NOR,2014,11.437000274658203
Norway,NOR,2015,11.31999969482422
Norway,NOR,2016,11.210000038146973
Norway,NOR,2017,10.715999603271484
Norway,NOR,2018,10.369000434875488
Norway,NOR,2019,10.194000244140623
Oman,OMN,2010,23.42099952697754
Oman,OMN,2011,22.62700080871582
Oman,OMN,2012,21.94300079345703
Oman,OMN,2013,21.56100082397461
Oman,OMN,2014,21.34199905395508
Oman,OMN,2015,21.31599998474121
Oman,OMN,2016,20.80299949645996
Oman,OMN,2017,20.28199958801269
Oman,OMN,2018,19.81599998474121
Oman,OMN,2019,19.29800033569336
Pakistan,PAK,2010,32.10900115966797
Pakistan,PAK,2011,31.871999740600582
Pakistan,PAK,2012,31.60099983215332
Pakistan,PAK,2013,31.18099975585937
Pakistan,PAK,2014,30.46199989318848
Pakistan,PAK,2015,29.698999404907227
Pakistan,PAK,2016,29.30599975585937
Pakistan,PAK,2017,28.96299934387207
Pakistan,PAK,2018,28.5939998626709
Pakistan,PAK,2019,28.275999069213867
Panama,PAN,2010,21.165000915527344
Panama,PAN,2011,21.21299934387207
Panama,PAN,2012,21.128999710083008
Panama,PAN,2013,20.75900077819824
Panama,PAN,2014,20.461000442504883
Panama,PAN,2015,20.11100006103516
Panama,PAN,2016,19.701000213623047
Panama,PAN,2017,19.316999435424805
Panama,PAN,2018,18.81399917602539
Panama,PAN,2019,18.22800064086914
Papua New Guinea,PNG,2010,30.44499969482422
Papua New Guinea,PNG,2011,30.027999877929688
Papua New Guinea,PNG,2012,29.55500030517578
Papua New Guinea,PNG,2013,29.121999740600582
Papua New Guinea,PNG,2014,28.687000274658203
Papua New Guinea,PNG,2015,28.17799949645996
Papua New Guinea,PNG,2016,27.702999114990234
Papua New Guinea,PNG,2017,27.215999603271484
Papua New Guinea,PNG,2018,26.833999633789062
Papua New Guinea,PNG,2019,26.3700008392334
Peru,PER,2010,21.06599998474121
Peru,PER,2011,20.75
Peru,PER,2012,20.225000381469727
Peru,PER,2013,19.709999084472656
Peru,PER,2014,19.24799919128418
Peru,PER,2015,18.808000564575195
Peru,PER,2016,18.5
Peru,PER,2017,18.268999099731445
Peru,PER,2018,18.09199905395508
Peru,PER,2019,18.04199981689453
Philippines,PHL,2010,25.51099967956543
Philippines,PHL,2011,24.416000366210938
Philippines,PHL,2012,24.457000732421875
Philippines,PHL,2013,24.285999298095703
Philippines,PHL,2014,23.82699966430664
Philippines,PHL,2015,23.25200080871582
Philippines,PHL,2016,22.836000442504883
Philippines,PHL,2017,22.66399955749512
Philippines,PHL,2018,22.44499969482422
Philippines,PHL,2019,22.253999710083008
Poland,POL,2010,10.949000358581545
Poland,POL,2011,10.357999801635742
Poland,POL,2012,10.241999626159668
Poland,POL,2013,9.852999687194824
Poland,POL,2014,9.996999740600586
Poland,POL,2015,9.83199977874756
Poland,POL,2016,10.12600040435791
Poland,POL,2017,10.57699966430664
Poland,POL,2018,10.366000175476074
Poland,POL,2019,9.937000274658203
Portugal,PRT,2010,9.531999588012695
Portugal,PRT,2011,9.130000114440918
Portugal,PRT,2012,8.53600025177002
Portugal,PRT,2013,7.925000190734863
Portugal,PRT,2014,7.913000106811523
Portugal,PRT,2015,8.222000122070312
Portugal,PRT,2016,8.402999877929688
Portugal,PRT,2017,8.350000381469727
Portugal,PRT,2018,8.41100025177002
Portugal,PRT,2019,8.321000099182129
Puerto Rico,PRI,2010,11.309000015258787
Puerto Rico,PRI,2011,11.088000297546388
Puerto Rico,PRI,2012,10.644000053405762
Puerto Rico,PRI,2013,10.09000015258789
Puerto Rico,PRI,2014,9.776000022888184
Puerto Rico,PRI,2015,9.142999649047852
Puerto Rico,PRI,2016,8.70199966430664
Puerto Rico,PRI,2017,7.947999954223633
Puerto Rico,PRI,2018,6.787000179290772
Puerto Rico,PRI,2019,7.902999877929687
Qatar,QAT,2010,10.803000450134276
Qatar,QAT,2011,11.366000175476074
Qatar,QAT,2012,11.234999656677246
Qatar,QAT,2013,11.237000465393066
Qatar,QAT,2014,10.845000267028809
Qatar,QAT,2015,10.32800006866455
Qatar,QAT,2016,10.086999893188477
Qatar,QAT,2017,10.227999687194824
Qatar,QAT,2018,10.597999572753906
Qatar,QAT,2019,10.743000030517578
Romania,ROU,2010,11.11400032043457
Romania,ROU,2011,10.13599967956543
Romania,ROU,2012,10.211999893188477
Romania,ROU,2013,9.70699977874756
Romania,ROU,2014,10.178999900817873
Romania,ROU,2015,10.45300006866455
Romania,ROU,2016,10.781999588012695
Romania,ROU,2017,11.020999908447266
Romania,ROU,2018,10.72599983215332
Romania,ROU,2019,10.437999725341797
Russia,RUS,2010,12.732000350952148
Russia,RUS,2011,12.98799991607666
Russia,RUS,2012,13.472000122070312
Russia,RUS,2013,13.531999588012695
Russia,RUS,2014,13.56700038909912
Russia,RUS,2015,13.437999725341797
Russia,RUS,2016,13.041999816894531
Russia,RUS,2017,11.630000114440918
Russia,RUS,2018,11.03600025177002
Russia,RUS,2019,10.215999603271484
Rwanda,RWA,2010,34.83599853515625
Rwanda,RWA,2011,33.65800094604492
Rwanda,RWA,2012,32.81800079345703
Rwanda,RWA,2013,32.40700149536133
Rwanda,RWA,2014,32.084999084472656
Rwanda,RWA,2015,31.83300018310547
Rwanda,RWA,2016,31.65900039672852
Rwanda,RWA,2017,31.39900016784668
Rwanda,RWA,2018,31.15800094604492
Rwanda,RWA,2019,30.775999069213867
Saudi Arabia,SAU,2010,21.893999099731445
Saudi Arabia,SAU,2011,21.63400077819824
Saudi Arabia,SAU,2012,21.2450008392334
Saudi Arabia,SAU,2013,20.753999710083008
Saudi Arabia,SAU,2014,20.160999298095703
Saudi Arabia,SAU,2015,19.52400016784668
Saudi Arabia,SAU,2016,18.972000122070312
Saudi Arabia,SAU,2017,18.902999877929688
Saudi Arabia,SAU,2018,18.702999114990234
Saudi Arabia,SAU,2019,18.451000213623047
Senegal,SEN,2010,37.7400016784668
Senegal,SEN,2011,37.50199890136719
Senegal,SEN,2012,37.20700073242188
Senegal,SEN,2013,36.81700134277344
Senegal,SEN,2014,36.321998596191406
Senegal,SEN,2015,35.35699844360352
Senegal,SEN,2016,34.67300033569336
Senegal,SEN,2017,34.2239990234375
Senegal,SEN,2018,33.95500183105469
Senegal,SEN,2019,33.470001220703125
Serbia,SRB,2010,9.3100004196167
Serbia,SRB,2011,9.310999870300291
Serbia,SRB,2012,9.527000427246094
Serbia,SRB,2013,9.364999771118164
Serbia,SRB,2014,9.489999771118164
Serbia,SRB,2015,9.43000030517578
Serbia,SRB,2016,9.354999542236328
Serbia,SRB,2017,9.404000282287598
Serbia,SRB,2018,9.335000038146973
Serbia,SRB,2019,9.413999557495115
Seychelles,SYC,2010,17.183000564575195
Seychelles,SYC,2011,18.25200080871582
Seychelles,SYC,2012,18.31100082397461
Seychelles,SYC,2013,17.093000411987305
Seychelles,SYC,2014,16.770999908447266
Seychelles,SYC,2015,16.990999221801758
Seychelles,SYC,2016,17.391000747680664
Seychelles,SYC,2017,17.350000381469727
Seychelles,SYC,2018,16.856000900268555
Seychelles,SYC,2019,16.347999572753906
Singapore,SGP,2010,9.118000030517578
Singapore,SGP,2011,9.354999542236328
Singapore,SGP,2012,9.815999984741213
Singapore,SGP,2013,9.12399959564209
Singapore,SGP,2014,9.42099952697754
Singapore,SGP,2015,9.211999893188477
Singapore,SGP,2016,7.443999767303467
Singapore,SGP,2017,7.019999980926514
Singapore,SGP,2018,6.861999988555908
Singapore,SGP,2019,6.888999938964844
Slovakia,SVK,2010,11.227999687194824
Slovakia,SVK,2011,11.20400047302246
Slovakia,SVK,2012,10.383999824523926
Slovakia,SVK,2013,10.225000381469728
Slovakia,SVK,2014,10.232999801635742
Slovakia,SVK,2015,10.281999588012695
Slovakia,SVK,2016,10.58899974822998
Slovakia,SVK,2017,10.647000312805176
Slovakia,SVK,2018,10.574999809265137
Slovakia,SVK,2019,10.458999633789062
Slovenia,SVN,2010,11.060999870300291
Slovenia,SVN,2011,10.864999771118164
Slovenia,SVN,2012,10.781000137329102
Slovenia,SVN,2013,10.39900016784668
Slovenia,SVN,2014,10.383999824523926
Slovenia,SVN,2015,10.1899995803833
Slovenia,SVN,2016,10.015999794006348
Slovenia,SVN,2017,9.946999549865724
Slovenia,SVN,2018,9.625
Slovenia,SVN,2019,9.418999671936035
Solomon Islands,SLB,2010,33.64099884033203
Solomon Islands,SLB,2011,33.632999420166016
Solomon Islands,SLB,2012,33.61899948120117
Solomon Islands,SLB,2013,33.584999084472656
Solomon Islands,SLB,2014,33.47700119018555
Solomon Islands,SLB,2015,32.928001403808594
Solomon Islands,SLB,2016,32.37900161743164
Solomon Islands,SLB,2017,31.743000030517575
Solomon Islands,SLB,2018,31.2189998626709
Solomon Islands,SLB,2019,30.761999130249023
South Africa,ZAF,2010,22.27400016784668
South Africa,ZAF,2011,22.28199958801269
South Africa,ZAF,2012,22.35300064086914
South Africa,ZAF,2013,22.177000045776367
South Africa,ZAF,2014,22.05699920654297
South Africa,ZAF,2015,21.299999237060547
South Africa,ZAF,2016,20.25
South Africa,ZAF,2017,20.64299964904785
South Africa,ZAF,2018,21.136999130249023
South Africa,ZAF,2019,21.275999069213867
South Korea,KOR,2010,9.286999702453612
South Korea,KOR,2011,9.366000175476074
South Korea,KOR,2012,9.3100004196167
South Korea,KOR,2013,8.812000274658203
South Korea,KOR,2014,8.571000099182129
South Korea,KOR,2015,8.366999626159668
South Korea,KOR,2016,7.797999858856201
South Korea,KOR,2017,7.019000053405762
South Korea,KOR,2018,6.375
South Korea,KOR,2019,5.920000076293945
South Sudan,SSD,2010,40.18000030517578
South Sudan,SSD,2011,40.255001068115234
South Sudan,SSD,2012,39.87200164794922
South Sudan,SSD,2013,39.27000045776367
South Sudan,SSD,2014,38.47999954223633
South Sudan,SSD,2015,36.32500076293945
South Sudan,SSD,2016,35.150001525878906
South Sudan,SSD,2017,32.6510009765625
South Sudan,SSD,2018,30.14699935913086
South Sudan,SSD,2019,29.058000564575195
Spain,ESP,2010,10.45400047302246
Spain,ESP,2011,10.11299991607666
Spain,ESP,2012,9.729000091552734
Spain,ESP,2013,9.161999702453612
Spain,ESP,2014,9.157999992370604
Spain,ESP,2015,8.998000144958496
Spain,ESP,2016,8.769000053405762
Spain,ESP,2017,8.368000030517578
Spain,ESP,2018,7.888999938964844
Spain,ESP,2019,7.563000202178955
Sri Lanka,LKA,2010,17.55299949645996
Sri Lanka,LKA,2011,17.511999130249023
Sri Lanka,LKA,2012,17.31800079345703
Sri Lanka,LKA,2013,17.0049991607666
Sri Lanka,LKA,2014,16.395999908447266
Sri Lanka,LKA,2015,15.88599967956543
Sri Lanka,LKA,2016,15.496000289916992
Sri Lanka,LKA,2017,15.170000076293944
Sri Lanka,LKA,2018,14.80500030517578
Sri Lanka,LKA,2019,14.534000396728516
Sudan,SDN,2010,37.49700164794922
Sudan,SDN,2011,36.90999984741211
Sudan,SDN,2012,36.31600189208984
Sudan,SDN,2013,36.32699966430664
Sudan,SDN,2014,36.3489990234375
Sudan,SDN,2015,36.41299819946289
Sudan,SDN,2016,36.03799819946289
Sudan,SDN,2017,35.66899871826172
Sudan,SDN,2018,35.23600006103516
Sudan,SDN,2019,34.823001861572266
Suriname,SUR,2010,20.36100006103516
Suriname,SUR,2011,20.059999465942383
Suriname,SUR,2012,19.79199981689453
Suriname,SUR,2013,19.54700088500977
Suriname,SUR,2014,19.333999633789062
Suriname,SUR,2015,19.12700080871582
Suriname,SUR,2016,18.91200065612793
Suriname,SUR,2017,18.757999420166016
Suriname,SUR,2018,18.57699966430664
Suriname,SUR,2019,18.40900039672852
Sweden,SWE,2010,12.22700023651123
Sweden,SWE,2011,11.80799961090088
Sweden,SWE,2012,11.833000183105469
Sweden,SWE,2013,11.758000373840332
Sweden,SWE,2014,11.817999839782717
Sweden,SWE,2015,11.730999946594238
Sweden,SWE,2016,11.80799961090088
Sweden,SWE,2017,11.484999656677246
Sweden,SWE,2018,11.357999801635742
Sweden,SWE,2019,11.157999992370604
Switzerland,CHE,2010,10.1850004196167
Switzerland,CHE,2011,10.13700008392334
Switzerland,CHE,2012,10.199000358581545
Switzerland,CHE,2013,10.161999702453612
Switzerland,CHE,2014,10.32800006866455
Switzerland,CHE,2015,10.39900016784668
Switzerland,CHE,2016,10.425999641418455
Switzerland,CHE,2017,10.281000137329102
Switzerland,CHE,2018,10.243000030517578
Switzerland,CHE,2019,10.04599952697754
Taiwan,TWN,2010,7.61299991607666
Taiwan,TWN,2011,8.586999893188477
Taiwan,TWN,2012,9.357999801635742
Taiwan,TWN,2013,9.142999649047852
Taiwan,TWN,2014,9.279000282287598
Taiwan,TWN,2015,9.20699977874756
Taiwan,TWN,2016,8.965999603271484
Taiwan,TWN,2017,8.559000015258789
Taiwan,TWN,2018,8.168999671936035
Taiwan,TWN,2019,7.928999900817871
Tanzania,TZA,2010,39.729000091552734
Tanzania,TZA,2011,39.07600021362305
Tanzania,TZA,2012,38.32899856567383
Tanzania,TZA,2013,38.72100067138672
Tanzania,TZA,2014,38.89300155639648
Tanzania,TZA,2015,38.74100112915039
Tanzania,TZA,2016,38.37900161743164
Tanzania,TZA,2017,38.05799865722656
Tanzania,TZA,2018,37.525001525878906
Tanzania,TZA,2019,37.11299896240234
Thailand,THA,2010,11.925999641418455
Thailand,THA,2011,11.949999809265137
Thailand,THA,2012,11.753999710083008
Thailand,THA,2013,11.37399959564209
Thailand,THA,2014,11.003999710083008
Thailand,THA,2015,10.607000350952148
Thailand,THA,2016,10.260000228881836
Thailand,THA,2017,9.979999542236328
Thailand,THA,2018,9.661999702453612
Thailand,THA,2019,9.376999855041504
Trinidad and Tobago,TTO,2010,14.842000007629396
Trinidad and Tobago,TTO,2011,14.781000137329102
Trinidad and Tobago,TTO,2012,14.571999549865724
Trinidad and Tobago,TTO,2013,14.281999588012695
Trinidad and Tobago,TTO,2014,13.958000183105469
Trinidad and Tobago,TTO,2015,13.604000091552734
